id,name,assoc_names,original_language,authors,genres,tags,cover_image_url,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,on_reading_lists,reading_list_all_time_rank,rating,rating_votes,recommended_series_ids
8014,Godly Model Creator,"['Chāo shén jiàn mó shī', 'GMC', 'Siêu Thần Kiến Mô Sư', '超神建模师']",chinese,"['-90°', '零下九十度']","['comedy', 'drama', 'ecchi', 'harem', 'mystery', 'school life', 'sci-fi', 'xuanhuan']","['ability steal', 'academy', 'accelerated growth', 'alchemy', 'arrogant characters', 'artificial intelligence', 'battle competition', 'beast companions', 'beasts', 'beautiful female lead', 'body tempering', 'calm protagonist', 'cultivation', 'cunning protagonist', 'determined protagonist', 'early romance', 'enemies become allies', 'familial love', 'famous protagonist', 'fast cultivation', 'game elements', 'genius protagonist', 'grinding', 'hackers', 'handsome male lead', 'hard-working protagonist', 'harsh training', 'hiding true identity', 'human experimentation', 'loli', 'male protagonist', 'modern day', 'music', 'psychic powers', 'romantic subplot', 'schemes and conspiracies', 'secret organizations', 'secrets', 'special abilities', 'strength-based social hierarchy', 'strong love interests', 'sudden strength gain', 'thieves', 'underestimated protagonist', 'virtual reality', 'weak to strong', 'world travel']",https://cdn.novelupdates.com/images/2017/11/128-200.jpg,2013,TRUE,qidian,webnovel,TRUE,1084 chapters,,,2933,7429,701,3.7,526,"[6653, 7927, 5196, 5633, 35, 4883]"
7913,Forty Millenniums of Cultivation,"['Cuarenta milenios de cultivación', 'FMC', 'FMOC', 'Forty Thousand Years Of Cultivation', 'Pertapaan 40 Milenium', 'Xiuzhen Si Wan Nian', 'Xiu Zhen Si Wan Nian', 'Xiu Zhen Siwan Nian', 'Xiū Zhēn Sì Wàn Nián', '修真四万年', '修真四萬年內', '修真四萬年（《星域四萬年》）', '星域四万年', '星域四萬年']",chinese,"['the enlightened master crouching cow', '卧牛真人']","['action', 'adventure', 'fantasy', 'mecha', 'school life', 'sci-fi', 'xuanhuan']","['academy', 'adapted to anime', 'adapted to manhua', 'artifact crafting', 'artifacts', 'average-looking protagonist', 'body tempering', 'caring protagonist', 'cultivation', 'cunning protagonist', 'demons', 'famous protagonist', 'firearms', 'first-time interc**rse', 'futuristic setting', 'genius protagonist', 'hard-working protagonist', 'harsh training', 'inheritance', 'male protagonist', 'misunderstandings', 'money grubber', 'outer space', 'philosophical', 'reincarnated in another world', 'romantic subplot', 'shameless protagonist', 'souls', 'spirits', 'strong love interests', 'sudden strength gain', 'transplanted memories', 'virtual reality', 'wars', 'weak to strong']",https://cdn.novelupdates.com/images/2017/03/Forty-Millenniums-of-Cultivation.jpg,2015,TRUE,qidian,webnovel,TRUE,3521 chapters,,c77,652.1,8276,541,4.1,703,"[35, 7927, 8014, 6653, 5196, 5161]"
15112,Quick Transmigration Cannon Fodder’s Record of Counterattacks,"['Cannon Fodder’s Record of Counterattacks', 'I Make Scum Men Cry (manhua)', '快穿之炮灰女配逆袭记']",chinese,"['hen shi jiao qing', '很是矫情']","['action', 'adventure', 'comedy', 'fantasy', 'gender bender', 'sci-fi', 'supernatural', 'tragedy']","['abusive characters', 'acting', 'adapted to manhua', 'alchemy', 'aliens', 'alternate world', 'ancient china', 'ancient times', 'appearance changes', 'appearance different from actual age', 'aristocracy', 'artifacts', 'artificial intelligence', 'beast companions', 'beastkin', 'bullying', 'caring protagonist', 'cautious protagonist', 'child abuse', 'childcare', 'clan building', 'comedic undertone', 'cruel characters', 'cultivation', 'cunning protagonist', 'dao comprehension', 'daoism', 'demons', 'depictions of cruelty', 'determined protagonist', 'episodic', 'female protagonist', 'game ranking system', 'ghosts', 'gods', 'hackers', 'hard-working protagonist', 'harsh training', 'incest', 'interconnected storylines', 'interdimensional travel', 'level system', 'magical space', 'male yandere', 'manipulative characters', 'martial spirits', 'modern day', 'money grubber', 'multiple identities', 'multiple realms', 'multiple reincarnated individuals', 'multiple timelines', 'multiple transported individuals', 'murders', 'nobles', 'obsessive love', 'parallel worlds', 'pill based cultivation', 'pill concocting', 'pragmatic protagonist', 'previous life talent', 'proactive protagonist', 'protagonist with multiple bodies', 'psychopaths', 'r*pe victim becomes lover', 'reincarnation', 'revenge', 'reverse r*pe', 'righteous protagonist', 'royalty', 'r*pe', 'ruthless protagonist', 'sadistic characters', 'schemes and conspiracies', 'scientists', 's*xual abuse', 'shameless protagonist', 'sharing a body', 'sharp-tongued characters', 'slow growth at start', 'soul power', 'souls', 'special abilities', 'spirits', 'survival', 'survival game', 'system administrator', 'technological gap', 'time skip', 'torture', 'tragic past', 'transmigration', 'transplanted memories', 'underestimated protagonist', 'virtual reality', 'wars', 'weak to strong', 'wealthy characters', 'werebeasts', 'world hopping', 'zombies']",https://cdn.novelupdates.com/images/2018/04/t0105d171126d702fb0.jpg,2014,,qidian,,TRUE,4438 chapters,FALSE,c2851,1.1,9189,432,4.2,858,"[13943, 15354, 15326, 3453, 16106, 15005]"
8499,Poison Genius Consort,"['Legend of Yun Xi (drama)', 'PGC', 'The Imperial Poisonous Concubine (manhua)', 'Thiên tài tiểu độc phi', 'Tiāncái xiǎo dú fēi', '天才小毒妃']",chinese,"['jie mo', '芥沫']","['action', 'adventure', 'drama', 'romance', 'xuanhuan']","['adapted to drama', 'adapted to manhua', 'alternate world', 'ancient china', 'arranged marriage', 'beautiful female lead', 'bickering couple', 'black belly', 'calm protagonist', 'character growth', 'clever protagonist', 'cold love interests', 'complex family relationships', 'devoted love interests', 'doctors', 'doting love interests', 'female protagonist', 'handsome male lead', 'hiding true abilities', 'jealousy', 'late romance', 'medical knowledge', 'misunderstandings', 'modern knowledge', 'mysterious past', 'poisons', 'politics', 'possessive characters', 'power couple', 'power struggle', 'protagonist falls in love first', 'schemes and conspiracies', 'slow romance', 'strong love interests', 'transmigration', 'transported modern structure', 'transported to another world', 'tsundere', 'ugly to beautiful']",https://cdn.novelupdates.com/images/2019/11/Poison-Genius-Consort.jpg,2015,TRUE,xiang5,,TRUE,1370 chapters,FALSE,c26,18.2,9755,362,4.1,739,"[9686, 6571, 7989, 6491, 5154, 9010]"
907,Peerless Martial God,"['God of martial arts', 'Jueshi Wushen', 'PMG', 'Tuyệt Thế Vũ Thần', '绝世武神']",chinese,"['jing wu hen', '净无痕']","['action', 'drama', 'fantasy', 'harem', 'mature', 'shounen', 'xuanhuan']","['adapted to manhua', 'arrogant characters', 'battle academy', 'beast companions', 'beautiful female lead', 'bloodlines', 'caring protagonist', 'cultivation', 'cunning protagonist', 'fast cultivation', 'first-time interc**rse', 'friendship', 'godly powers', 'gods', 'handsome male lead', 'hard-working protagonist', 'inheritance', 'long separations', 'lucky protagonist', 'magical space', 'male protagonist', 'marriage', 'martial spirits', 'multiple realms', 'murders', 'mysterious family background', 'nobles', 'pill concocting', 'politics', 'polygamy', 'pregnancy', 'prophecies', 'revenge', 'romantic subplot', 'royalty', 'ruthless protagonist', 's*xual cultivation technique', 'skill assimilation', 'souls', 'spirits', 'strength-based social hierarchy', 'strong love interests', 'sword wielder', 'transmigration', 'transplanted memories', 'transported to another world', 'underestimated protagonist']",https://cdn.novelupdates.com/images/2015/07/peerlessmartial.jpg,2012,FALSE,zhulang,,TRUE,2500 chapters,,c2500 (end),144.1,10481,296,3,1426,"[14, 10, 428, 791, 443, 21237]"
637,World Teacher – Other World Style Education & Agent (WN),"['World Teacher – Other World Style Education & Agent', 'ワールド・ティーチャー -異世界式教育エージェント-', '异世界式的教育者']",japanese,['neko kouichi'],"['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem', 'martial arts', 'romance', 'school life', 'shounen', 'supernatural']","['academy', 'adapted to manga', 'age progression', 'assassins', 'beast companions', 'beastkin', 'calm protagonist', 'clever protagonist', 'cooking', 'death', 'death of loved ones', 'demi-humans', 'discrimination', 'dungeons', 'dwarfs', 'early romance', 'elemental magic', 'elves', 'fantasy world', 'genius protagonist', 'human-nonhuman relationship', 'love interest falls in love first', 'male protagonist', 'marriage', 'master-disciple relationship', 'monsters', 'multiple pov', 'overpowered protagonist', 'polygamy', 'pregnancy', 'r-15', 'reincarnated in another world', 'royalty', 'ruthless protagonist', 'student-teacher relationship', 'sword and magic', 'teachers', 'time skip', 'underestimated protagonist', 'weak to strong', 'world travel']",https://cdn.novelupdates.com/images/2017/11/World-Teacher-Isekaishiki-Kyouiku-Agent-6.jpeg,2014,TRUE,syosetu,tentai books,TRUE,214 chapters,,c194,77.4,17092,62,3.9,836,"[284, 552, 2076, 2582, 662, 4699]"
7759,Bewitching Prince Spoils His Wife: Genius Doctor Unscrupulous Consort,"['Mị vương sủng thê: Quỷ y hoàn khố phi', 'The Astounding Female Physician', '医妃惊世', '魅王宠妻：鬼医纨绔妃']",chinese,"['gu ran jin', '顾染锦']","['action', 'adventure', 'comedy', 'drama', 'historical', 'mystery', 'romance', 'xuanhuan']","['academy', 'alchemy', 'ancient china', 'arranged marriage', 'arrogant characters', 'beast companions', 'beautiful female lead', 'black belly', 'clever protagonist', 'cultivation', 'devoted love interests', 'doctors', 'female protagonist', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'love interest falls in love first', 'magic formations', 'magical space', 'medical knowledge', 'multiple reincarnated individuals', 'mythical beasts', 'pets', 'power couple', 'reincarnation', 'ruthless protagonist', 'slow romance', 'strong love interests', 'transmigration', 'underestimated protagonist', 'weak to strong']",https://cdn.novelupdates.com/images/2016/09/50777.png,2015,TRUE,qidian,webnovel,TRUE,626 chapters,FALSE,c995,7,9441,397,4.2,529,"[6491, 17397, 7983, 5154, 8499, 18935]"
474,Monarch of Evernight,"['MEN', 'MoE', '永夜君王']",chinese,"['misty rain of jiangnan', '烟雨江南']","['action', 'adventure', 'drama', 'fantasy', 'harem', 'mature', 'psychological', 'seinen', 'tragedy']","['adapted to manhua', 'androgynous characters', 'appearance changes', 'betrayal', 'calm protagonist', 'character growth', 'clever protagonist', 'cold protagonist', 'cruel characters', 'cultivation', 'demons', 'depictions of cruelty', 'determined protagonist', 'devoted love interests', 'enemies become lovers', 'firearms', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'harsh training', 'humanoid protagonist', 'late romance', 'male protagonist', 'military', 'mind control', 'monsters', 'mysterious past', 'nobles', 'personality changes', 'psychic powers', 'race change', 'revenge', 'reverse r*pe', 'romantic subplot', 'r*pe', 'ruthless protagonist', 's*aves', 'special abilities', 'strength-based social hierarchy', 'unique cultivation technique', 'vampires', 'wars', 'weak to strong', 'werebeasts']",https://cdn.novelupdates.com/images/2017/05/men-cover2.jpg,2014,TRUE,zongheng,wuxiaworld,TRUE,1512 chapters,,v1c20,205.9,6041,1043,3.9,607,"[5595, 9299, 2717, 180, 6061, 7590]"
5280,Common Sense of a Duke’s Daughter,"['Accomplishments of the Duke’s Daughter', 'Koushaku Reijou no Tashinami', 'เกมรักศักดิ์ศรีบุตรีดยุก', '公爵令嬢の嗜み', '公爵千金的爱好', '公爵家千金大小姐的爱好']",japanese,"['reia', '澪亜']","['drama', 'fantasy', 'romance', 'shoujo', 'slice of life']","['adapted to manga', 'beautiful female lead', 'broken engagement', 'business management', 'caring protagonist', 'character growth', 'clever protagonist', 'determined protagonist', 'domestic affairs', 'european ambience', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'hiding true identity', 'kingdom building', 'late romance', 'loyal subordinates', 'modern knowledge', 'multiple pov', 'nobles', 'otome game', 'politics', 'reincarnated in another world', 'religions', 'royalty', 'schemes and conspiracies', 'slow romance', 'smart couple', 'transmigration', 'villainess noble girls']",https://cdn.novelupdates.com/images/2017/02/book129.jpg,2015,TRUE,kadokawa,seven seas,TRUE,267 chapters,,c267,109,24595,20,4.5,1596,"[6692, 2076, 437, 4130, 5243, 1702]"
7400,Sono Mono Nochi Ni… (WN),"['That Person. Later on… (WN)', 'その者。のちに...']",japanese,"['nahaato', 'ナハァト']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem', 'romance']","['adapted to manga', 'betrayal', 'brother complex', 'childhood friends', 'dense protagonist', 'dragons', 'elves', 'goddesses', 'gods', 'heroes', 'kingdoms', 'male protagonist', 'misunderstandings', 'multiple pov', 'naive protagonist', 'overpowered protagonist', 'polygamy', 'royalty', 'sword and magic', 'unrequited love']",https://cdn.novelupdates.com/images/2017/01/sonomono02.jpg,2015,FALSE,earth star novel,,TRUE,211 chapters,,extra 4,144.2,13006,149,3.3,735,"[454, 288, 2582, 7791, 4058, 8322]"
28809,Rebirth of the Evil Mother-In-Law,"['豪门宠文恶婆婆重生了', '豪门宠文极品婆婆重生了']",chinese,"['zhái miāo', '宅喵']","['comedy', 'drama', 'fantasy', 'supernatural']","['abusive characters', 'adopted children', 'adultery', 'affair', 'aristocracy', 'arrogant characters', 'beautiful female lead', 'betrayal', 'black belly', 'boss-subordinate relationship', 'bullying', 'business management', 'businessmen', 'calm protagonist', 'celebrities', 'comedic undertone', 'complex family relationships', 'confident protagonist', 'contracts', 'cruel characters', 'cunning protagonist', 'debts', 'depictions of cruelty', 'depression', 'determined protagonist', 'devoted love interests', 'divorce', 'doting parents', 'economics', 'family', 'family conflict', 'famous protagonist', 'fast learner', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'hiding true abilities', 'late romance', 'leadership', 'loyal subordinates', 'lucky protagonist', 'magical space', 'manipulative characters', 'mature protagonist', 'modern day', 'multiple pov', 'multiple reincarnated individuals', 'nationalism', 'past plays a big role', 'past trauma', 'proactive protagonist', 'prophecies', 'psychopaths', 'reincarnation', 'revenge', 'righteous protagonist', 'romantic subplot', 'schemes and conspiracies', 'second chance', 'secretive protagonist', 'sharp-tongued characters', 'siblings', 'siblings not related by blood', 'single parent', 'suicides', 'tragic past', 'transmigration', 'underestimated protagonist', 'wealthy characters', 'younger love interests']",https://cdn.novelupdates.com/images/2020/04/MIL_cover.jpg,2020,,jjwxc,,TRUE,145 chapters,,c425,61.6,9269,421,4,441,"[26504, 28060, 31046, 41278, 25279, 82101]"
675,The New Gate (LN),"['TNG', 'ザ・ニュー・ゲート']",japanese,"['kazanami shinogi', '風波 しのぎ']","['action', 'adventure', 'fantasy', 'shounen', 'supernatural']","['adapted to anime', 'adapted to manga', 'adventurers', 'artifacts', 'beast companions', 'beastkin', 'beautiful female lead', 'blacksmith', 'boss-subordinate relationship', 'calm protagonist', 'curses', 'death of loved ones', 'demi-humans', 'demons', 'dense protagonist', 'dragons', 'dungeons', 'elves', 'fantasy world', 'first-time interc**rse', 'game elements', 'guilds', 'hiding true abilities', 'hiding true identity', 'indecisive protagonist', 'kingdoms', 'late romance', 'level system', 'love interest falls in love first', 'loyal subordinates', 'magic', 'male protagonist', 'monsters', 'multiple transported individuals', 'overpowered protagonist', 'past plays a big role', 'pets', 'protagonist strong from the start', 'reincarnation', 'romantic subplot', 'royalty', 'secret identity', 'sentient objects', 'seven deadly sins', 'strong love interests', 'sword and magic', 'sword wielder', 'transformation ability', 'transmigration', 'transported into a game world', 'unique weapons']",https://cdn.novelupdates.com/images/2020/01/newgate_v2c.jpg,2013,FALSE,alphapolis,,FALSE,23 volumes,FALSE,v21c2 part3,7.7,20970,34,3.9,1157,"[4073, 3728, 284, 3491, 3175, 2582]"
454,Arifureta Shokugyou de Sekai Saikyou (WN),"['From Common Job Class to the Strongest in the World', 'ありふれた職業で世界最強', '平凡职业成就世界最强']",japanese,"['chuuni suki', 'ryo shirakome', '厨二好き', '白米良']","['action', 'adventure', 'ecchi', 'fantasy', 'harem', 'mature', 'seinen', 'supernatural']","['adapted to anime', 'adapted to drama cd', 'adapted to manga', 'adopted children', 'adventurers', 'angels', 'animal characteristics', 'antihero protagonist', 'appearance changes', 'appearance different from actual age', 'artifact crafting', 'artifacts', 'artificial intelligence', 'assassins', 'average-looking protagonist', 'beastkin', 'beautiful female lead', 'betrayal', 'bullying', 'calm protagonist', 'character growth', 'chuunibyou', 'clever protagonist', 'cold protagonist', 'cute children', 'death', 'demi-humans', 'demon lord', 'demons', 'depictions of cruelty', 'discrimination', 'dragons', 'dungeons', 'elves', 'evolution', 'fantasy world', 'firearms', 'first-time interc**rse', 'game elements', 'goddesses', 'godly powers', 'gods', 'guilds', 'gunfighters', 'heroes', 'human-nonhuman relationship', 'leadership', 'level system', 'loli', 'love interest falls in love first', 'loyal subordinates', 'magic', 'maids', 'male protagonist', 'mangaka', 'masochistic characters', 'modern knowledge', 'monsters', 'multiple transported individuals', 'older love interests', 'overpowered protagonist', 'personality changes', 'polygamy', 'r-15', 'returning from another world', 'ruthless protagonist', 'saving the world', 'skill assimilation', 's*aves', 'special abilities', 'strong love interests', 'student-teacher relationship', 'sudden strength gain', 'sword and magic', 'transported to another world', 'tsundere', 'underestimated protagonist', 'unique weapons', 'vampires', 'weak to strong', 'world travel', 'yandere']",https://cdn.novelupdates.com/images/2016/03/latest-1.jpeg,2013,TRUE,overlap,j-novel club,TRUE,179 chapters,FALSE,c512,9.8,21011,33,3.7,1704,"[32, 694, 249, 4919, 8135, 16222]"
6349,Taming Master,"['TaMa', 'teiming maseuteo', '테이밍 마스터']",korean,['park taesuk'],"['action', 'adventure', 'comedy', 'fantasy', 'shounen']","['adapted to manhwa', 'artificial intelligence', 'beast companions', 'beautiful female lead', 'clever protagonist', 'confident protagonist', 'dungeons', 'evolution', 'game ranking system', 'gamers', 'gods', 'grinding', 'guilds', 'hard-working protagonist', 'kingdom building', 'male protagonist', 'mmorpg', 'modern day', 'monster tamer', 'necromancer', 'nobles', 'overpowered protagonist', 'romantic subplot', 'special abilities', 'summoning magic', 'sword and magic', 'time skip', 'virtual reality', 'weak to strong', 'werebeasts']",https://cdn.novelupdates.com/images/2021/04/Taming-Master.jpg,2016,TRUE,rok media,webnovel,TRUE,1173 chapters,FALSE,,6008,9096,444,4,505,"[5708, 392, 5595, 18089, 1291, 43815]"
15254,Shadow Hack,['我的影子会挂机'],chinese,"['great lord of cloudland', '云梦大领主']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'sci-fi', 'xuanhuan']","['adapted to manhua', 'archery', 'artifacts', 'artificial intelligence', 'average-looking protagonist', 'beast companions', 'bloodlines', 'body tempering', 'calm protagonist', 'cheats', 'clever protagonist', 'cultivation', 'evolution', 'futuristic setting', 'game elements', 'game ranking system', 'hard-working protagonist', 'hidden abilities', 'magical space', 'male protagonist', 'money grubber', 'monsters', 'multiple realms', 'polygamy', 'poor to rich', 'romantic subplot', 'skill assimilation', 'special abilities', 'strength-based social hierarchy', 'sudden strength gain', 'sword wielder', 'system administrator', 'weak to strong']",https://cdn.novelupdates.com/images/2018/01/300ShadowHack.jpg,2017,TRUE,qidian,webnovel,TRUE,990 chapters,,c39,165.2,5527,1239,2.7,693,"[12748, 11868, 12704, 465, 7051, 35]"
11028,Gourmet of Another World,"['GAW', 'Thế giới khác mỹ thực gia', '异世界的美食家']",chinese,"['li hongtian', '李鸿天']","['action', 'adventure', 'comedy', 'fantasy', 'xuanhuan']","['arrogant characters', 'beast companions', 'beastkin', 'calm protagonist', 'cheats', 'chefs', 'cooking', 'cultivation', 'dense protagonist', 'game elements', 'loli', 'male protagonist', 'mature protagonist', 'money grubber', 'mythical beasts', 'pets', 'restaurant', 'store owner', 'system administrator', 'transported to another world', 'underestimated protagonist', 'unique weapon user', 'weak to strong']",https://cdn.novelupdates.com/images/2017/04/gourmetanotherworld.jpg,2016,TRUE,qidian,webnovel,TRUE,1851 chapters,,c39,181.9,6851,836,3.9,487,"[8806, 4351, 21494, 8844, 15937, 13097]"
9810,The Strongest System,"['TSS', 'Tối Cường Hệ Thống', 'النظام الأقوى', '最强的系统']",chinese,"['xin feng', '新丰']","['action', 'adventure', 'comedy', 'harem', 'mature', 'xuanhuan']","['arrogant characters', 'artifacts', 'blacksmith', 'charismatic protagonist', 'charming protagonist', 'cheats', 'clever protagonist', 'cultivation', 'cunning protagonist', 'cute children', 'death', 'enemies become allies', 'fast cultivation', 'game elements', 'handsome male lead', 'late romance', 'level system', 'male protagonist', 'marriage', 'misunderstandings', 'multiple realms', 'overpowered protagonist', 'parody', 'pill concocting', 'polygamy', 'revenge', 'reverse r*pe', 'romantic subplot', 'sadistic characters', 'schemes and conspiracies', 'sect development', 'shameless protagonist', 'skill assimilation', 'system administrator', 'teachers', 'transmigration', 'transported to another world', 'weak to strong', 'world tree']",https://cdn.novelupdates.com/images/2022/06/The-Strongest-System.jpg,2016,TRUE,qidian,webnovel,TRUE,1159 chapters,,c41,176.5,8207,553,3.7,662,"[5844, 14281, 1136, 3267, 9072, 6400]"
6599,Lord of All Realms,"['King of Myriad Domains', 'LOAR', '万域之王']",chinese,"['ni cang tian', '逆苍天', '逆蒼天']","['action', 'harem', 'mature', 'seinen', 'xuanhuan']","['age progression', 'artifacts', 'beasts', 'beautiful female lead', 'bloodlines', 'body tempering', 'cultivation', 'dao comprehension', 'death', 'demons', 'dense protagonist', 'dragons', 'enemies become allies', 'enemies become lovers', 'handsome male lead', 'hard-working protagonist', 'hiding true abilities', 'hiding true identity', 'hot-blooded protagonist', 'inheritance', 'lucky protagonist', 'magic formations', 'magical space', 'male protagonist', 'multiple realms', 'mysterious family background', 'naive protagonist', 'phoenixes', 'politics', 'soul power', 'souls', 'special abilities', 'strength-based social hierarchy', 'strong love interests', 'time skip', 'time travel', 'tsundere', 'unique cultivation technique', 'weak to strong', 'world travel']",https://cdn.novelupdates.com/images/2016/06/King-of-Myriad-Domain-1.jpg,2016,TRUE,zongheng,wuxiaworld,TRUE,1823 chapters,,c20,176.8,7149,770,3.7,461,"[404, 21237, 7051, 9421, 2039, 791]"
36952,I’m Really Not The Demon God’s Lackey,"['IRNDGL', ""I’m Really Not the Evil God's Lackey"", '我真不是邪神走狗']",chinese,"['great calamity of fire', '万劫火', '等到夜深']","['action', 'comedy', 'fantasy', 'horror', 'mystery', 'psychological', 'supernatural']","['adapted to manhua', 'appearance changes', 'artifacts', 'beast companions', 'beasts', 'books', 'bookworm', 'business management', 'calm protagonist', 'childcare', 'comedic undertone', 'cruel characters', 'cunning protagonist', 'dark', 'demons', 'depictions of cruelty', 'dreams', 'eidetic memory', 'elves', 'evil gods', 'evil organizations', 'evil religions', 'fantasy world', 'friendship', 'god-human relationship', 'god protagonist', 'godly powers', 'gore', 'helpful protagonist', 'homunculus', 'hunters', 'interconnected storylines', 'interdimensional travel', 'lack of common sense', 'low-key protagonist', 'loyal subordinates', 'magic', 'magic beasts', 'male protagonist', 'manipulative characters', 'master-disciple relationship', 'master-servant relationship', 'mind control', 'misunderstandings', 'money grubber', 'monsters', 'multiple pov', 'multiple realms', 'murders', 'mutations', 'mysterious past', 'mystery solving', 'naive protagonist', 'overpowered protagonist', 'personality changes', 'priests', 'protagonist strong from the start', 'psychopaths', 'religions', 'sadistic characters', 'schemes and conspiracies', 'secret organizations', 'selfless protagonist', 'special abilities', 'store owner', 'sword and magic', 'torture', 'transported to another world', 'underestimated protagonist', 'unique cultivation technique', 'weak to strong', 'werebeasts', 'witches']",https://cdn.novelupdates.com/images/2021/06/Im-Really-Not-The-Demon-Gods-Lackey.jpg,2020,TRUE,ciweimao,,TRUE,456 chapters,,c456,34.5,10328,313,4.4,696,"[37552, 16291, 36033, 17042, 21494, 60472]"
25720,Spending the Villain’s Money to Extend My Life,"['HEML', '穿到豪门花大佬钱续命']",chinese,"['salted lobster', '盐焗大龙虾']","['comedy', 'fantasy', 'romance']","['arranged marriage', 'artists', 'beautiful female lead', 'business management', 'businessmen', 'carefree protagonist', 'character growth', 'cheats', 'childcare', 'cohabitation', 'cold love interests', 'complex family relationships', 'curious protagonist', 'curses', 'cute protagonist', 'doting love interests', 'enemies become allies', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'heartwarming', 'livestreaming', 'love interest falls in love first', 'misunderstandings', 'modern day', 'money grubber', 'past plays a big role', 'past trauma', 'possessive characters', 'pregnancy', 'previous life talent', 'sibling rivalry', 'siblings not related by blood', 'survival', 'system administrator', 'tragic past', 'transmigration', 'tsundere', 'villainess noble girls', 'wealthy characters']",https://cdn.novelupdates.com/images/2019/11/HEML.jpg,2019,,jjwxc,,TRUE,143 chapters,,c547,68.1,8717,487,4.1,424,"[23807, 27280, 28980, 24402, 26527, 29934]"
14246,The World Online,"['TWO', '网游之全球在线']",chinese,"['sheng xiao jian ke', '笙箫剑客']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'mature', 'sci-fi']","['accelerated growth', 'army building', 'arrogant characters', 'beast companions', 'betrayal', 'body tempering', 'business management', 'clever protagonist', 'cultivation', 'cute children', 'determined protagonist', 'domestic affairs', 'doting older siblings', 'futuristic setting', 'guilds', 'handsome male lead', 'hard-working protagonist', 'hiding true identity', 'kingdom building', 'level system', 'loyal subordinates', 'male protagonist', 'mmorpg', 'nationalism', 'politics', 'racism', 'romantic subplot', 'second chance', 'skill books', 'time skip', 'time travel', 'virtual reality', 'wealthy characters', 'younger sisters']",https://cdn.novelupdates.com/images/2017/10/11388s.jpg,2016,TRUE,qidian,webnovel,TRUE,1356 chapters,,,2303,7709,646,3.9,874,"[16256, 6775, 6990, 6692, 7448, 1291]"
14582,I Reincarnated For Nothing,"['IRFN', '환생은 괜히 해가지고']",korean,"['toika', 'toy car', '토이카']","['action', 'adventure', 'comedy', 'fantasy', 'harem']","['age progression', 'beautiful female lead', 'childhood friends', 'clever protagonist', 'cunning protagonist', 'curses', 'demi-humans', 'demon lord', 'demons', 'dense protagonist', 'determined protagonist', 'dungeons', 'dwarfs', 'elves', 'fantasy world', 'game elements', 'handsome male lead', 'heroes', 'kuudere', 'level system', 'love interest falls in love first', 'magic', 'male protagonist', 'monsters', 'past plays a big role', 'pets', 'polygamy', 'pragmatic protagonist', 'pregnancy', 'reincarnation', 'ruthless protagonist', 'schemes and conspiracies', 'second chance', 'skill books', 'special abilities', 'strong love interests', 'strong to stronger', 'sword and magic', 'teamwork', 'time skip', 'torture', 'weak to strong', 'yandere']",https://cdn.novelupdates.com/images/2018/07/IRN.jpg,2017,FALSE,intime,,TRUE,204 chapters,,,2232,13164,142,4.1,799,"[18089, 6641, 14194, 7206, 18751, 20290]"
9404,Strongest Abandoned Son,"['SAS', 'Strongest Abandoned Son', 'Thiếu gia bị bỏ rơi', '最强弃少']",chinese,"['goose five', '鹅是老五']","['action', 'adventure', 'drama', 'fantasy', 'harem', 'martial arts', 'mature', 'supernatural', 'xianxia']","['adapted to manhua', 'alchemy', 'amnesia', 'arranged marriage', 'arrogant characters', 'artifact crafting', 'beast companions', 'beasts', 'beautiful female lead', 'betrayal', 'body tempering', 'bullying', 'cold love interests', 'crafting', 'cultivation', 'cunning protagonist', 'death of loved ones', 'devoted love interests', 'doctors', 'eidetic memory', 'gangs', 'genius protagonist', 'handsome male lead', 'heavenly tribulation', 'hiding true abilities', 'hiding true identity', 'hot-blooded protagonist', 'immortals', 'insects', 'late romance', 'magic formations', 'magical space', 'male protagonist', 'marriage', 'master-disciple relationship', 'medical knowledge', 'misunderstandings', 'modern day', 'multiple realms', 'naive protagonist', 'nationalism', 'pill based cultivation', 'pill concocting', 'polygamy', 'pregnancy', 'previous life talent', 'racism', 'r*pe victim becomes lover', 'romantic subplot', 'r*pe', 'ruthless protagonist', 'strength-based social hierarchy', 'strong to stronger', 'transmigration', 'underestimated protagonist', 'unique cultivation technique', 'weak to strong']",https://cdn.novelupdates.com/images/2017/03/Strongest-Abandoned-Son.jpg,2012,TRUE,qidian,webnovel,TRUE,2257 chapters,,c11,11.7,6363,952,3.1,509,"[6583, 7566, 1164, 9989, 7326, 12082]"
